"V1","Users","Product","Ratings","TimeStamp"
"13583","A1JIZ2Y8VG90AI","0989104400",5,1382054400
"13584","AAWWVH8V7DVX4","0989104400",5,1370217600
"13586","A33JTEMYGCO69V","0989104400",5,1367280000
"13587","A1ULRFNOXE2I08","0989104400",4,1370131200
"13588","A29G5X33I71N83","0989104400",4,1363996800
"13589","A3HCHT4UDOVXIH","0989104400",5,1365465600
"13590","A2MHRBM9MKRNTN","0989104400",5,1363392000
"13594","A1VOV2KWOAVLAA","0989104400",4,1365206400
"13597","A21J27Z4G0NZFA","0989104400",5,1365465600
"13601","A3AXMI34CKM714","0989104400",5,1366761600
"13602","A1HTJ9URX28SY4","0989104400",5,1373068800
"13604","A35RCD7ZMLKPYO","0989104400",5,1393891200
"13605","A3W2ZUMCYMW6B7","0989104400",5,1363478400
"13606","AGVIWB7GUWKE0","0989104400",4,1368403200
"13611","A3D4Z4MKKR3LZD","0989104400",5,1364083200
"13612","A2B1MXB18XYYZ9","0989104400",5,1363651200
"13614","A2ZBOGVULTN8AC","0989104400",4,1374278400
"13615","AHBARDTLF35PU","0989104400",4,1364515200
"13617","A29M2V3Z5YIL2Q","0989104400",5,1363305600
"13618","A3DANGFIJBZP20","0989104400",5,1380153600
"13619","ASLZZ152AHHU3","0989104400",5,1385164800
"13620","A1FJ6YD0TL90GN","0989104400",5,1365033600
"13621","A3BMLG97SSIKN3","0989104400",5,1364169600
"13622","A27WSU8CQ502TY","0989104400",4,1364947200
"13623","A2ISJ6GF6EGDAT","0989104400",4,1365552000
"13625","A3FQWDNO97VUGG","0989104400",2,1381276800
"13626","A64VNUAXNX8VO","0989104400",3,1366070400
"13627","A2I9SOM8NW320O","0989104400",5,1363478400
"13629","A1OIO7LQZPT7VX","0989104400",5,1369008000
"13630","A1CQB4MLPK52SZ","0989104400",4,1365206400
"13632","A1ODOV9W7G3GF3","0989104400",4,1384300800
"13634","AL4D6OHMS2Z9P","0989104400",5,1374278400
"13636","A9508DHWVHBTN","0989104400",4,1366243200
"13638","ADH1DQ8EFBJEO","0989104400",5,1363564800
"13639","A31XT9M2AQ772Z","0989104400",5,1363305600
"13640","A2ZJNCM6CKD875","0989104400",5,1364688000
"13643","A12G2LI7K2303","0989104400",3,1365379200
"13645","A2OS2JHUJ9B7E3","0989104400",5,1367193600
"13652","A2A96H9YA1LG7G","0989104400",5,1363305600
"13653","AW4NFCPN81CS3","0989104400",4,1376179200
"13659","A20A8HZX37BOYL","0989104400",3,1366934400
"13660","AHDWNMKWFS4FZ","0989104400",5,1369958400
"13663","A3HS3KYR9D08MW","0989104400",5,1364428800
"13665","A18O583BFX2LJR","0989104400",5,1373673600
"13666","AKF1XBBWAQR6L","0989104400",3,1372204800
"13670","A3QQ3G6YIZKGV","0989104400",5,1366070400
"13671","A5IWXB9M79X30","0989104400",4,1363910400
"13672","A1RM1BXXU6KJPM","0989104400",5,1363478400
"13673","A1C7DFNSXTY09X","0989104400",5,1373932800
"13674","A3EJDCT3TAEC2","0989104400",5,1363824000
"13677","A19DWIC1T7127Y","0989104400",3,1365897600
"13679","A13KP9R4K5RZES","0989104400",5,1363910400
"13681","A17APVES3TT17Y","0989104400",5,1364947200
"13682","A1K4S4MWXI9E9M","0989104400",5,1364947200
"13683","A3IWM2EU4BUMSD","0989104400",5,1372550400
"13687","A3C5VDFQ6IE702","0989104400",4,1364601600
"13688","A3KM84RAZA7XXC","0989104400",5,1380931200
"13693","A3FQPESOTN6T47","0989104400",5,1363305600
"13694","A1JKGTL51HHTU1","0989104400",3,1364515200
"13695","A1GSF5X6ENMGV","0989104400",5,1363824000
"14749","A3526B1LCK47X9","0989450201",3,1370476800
"14750","A3IQ5HVRNPSB0X","0989450201",5,1386201600
"14755","A26NG8QVBF5527","0989450201",3,1386288000
"14756","AE4H1E8A90ZHT","0989450201",5,1379721600
"14757","A3VB95TK5API9C","0989450201",5,1384387200
"14761","A2N8SA67TDOL4","0989450201",5,1376179200
"14762","A1LST4I72EIH9P","0989450201",5,1379808000
"14763","A3GV7NR96RJMLK","0989450201",5,1369526400
"14764","A1LO4B7AQJI6V1","0989450201",4,1378771200
"14765","ABVXY3D3CCY1Q","0989450201",5,1384473600
"14768","A38GTWP8DC82GT","0989450201",5,1378252800
"14769","A3RINEQ4GDTR55","0989450201",5,1383782400
"14770","A2RYT2UPEQXUAV","0989450201",5,1396915200
"14771","A2R3VAGCIFTZUZ","0989450201",5,1378512000
"14773","A27NVXX82H6EUN","0989450201",3,1370822400
"14774","A2N0V6GUH28XMN","0989450201",5,1369612800
"14775","A2TFGYCEVHXU6W","0989450201",5,1369440000
"14776","A37J1XCFNH6FM4","0989450201",4,1396137600
"14778","A3G0JABVQ4GLAF","0989450201",3,1388707200
"14779","A1ZDXZB7BL55ET","0989450201",5,1370131200
"14780","A1JQVAOISRZK3M","0989450201",4,1382486400
"14781","A19UT0OPQCDR8","0989450201",3,1373068800
"14782","A2KAZR7Z01THW8","0989450201",5,1378166400
"14784","A2Y7HPX4JGE3D0","0989450201",3,1382313600
"14785","A31GMWA73W17SP","0989450201",5,1396742400
"14787","A3HUO6O1NQ5JPA","0989450201",5,1384819200
"14790","A17JIHQIDWN21H","0989450201",4,1371859200
"14793","A2VHD8U494G5M4","0989450201",4,1381449600
"14795","A2Y3ZGVRA3S23L","0989450201",4,1394064000
"14797","A29M69HGLQSG8Z","0989450201",5,1374192000
"14798","A1H35RNPTPP9RI","0989450201",4,1370908800
"14800","A23VKINWRY6J92","0989450201",5,1371427200
"14801","AKH906R0Z1PPS","0989450201",5,1379635200
"14805","A1KYXC0UYAK9UC","0989450201",5,1369008000
"14806","A2EMO71G07GYZG","0989450201",4,1379462400
"14808","A1MUAEATTGI7G5","0989450201",4,1378684800
"14809","A1HAX9F7HY0D5V","0989450201",5,1378771200
"14811","A2414AAH5K0H10","0989450201",5,1393632000
"14814","A1D427FYPTSWR0","0989450201",4,1379980800
"14815","AIH41FDX1K0Z4","0989450201",5,1370044800
"14817","A3TGY3ANGBNK7C","0989450201",5,1371859200
"14818","A3EI0EW24KBT1J","0989450201",5,1384128000
"14819","AHZ63RT78P9U6","0989450201",4,1388620800
"14820","A3QU0T2MAJ2VJM","0989450201",5,1378252800
"14822","ALY4MQYVAEE4U","0989450201",5,1377648000
"14823","A2KROI4ILOO4JY","0989450201",5,1378598400
"14824","A143XY6COA69A","0989450201",5,1378944000
"14825","AGBJLNGU1KNJU","0989450201",5,1378598400
"14826","A38I2YE5DPF9PT","0989450201",4,1394409600
"14827","A38KPXZZ1AXYKR","0989450201",4,1394755200
"14829","AFLUSKCVBJ8UG","0989450201",4,1378425600
"14830","AQGUOLZBA6M7V","0989450201",5,1369785600
"14835","AP8UJDH513B7U","0989450201",5,1380499200
"14840","A958LJ1BUJLG5","0989450201",5,1382486400
"14842","A2NNKUZDWQ5UGY","0989450201",5,1376438400
"14844","A2N0YZV2JT6O72","0989450201",5,1393632000
"14845","A1RD05YFMWKM4Y","0989450201",2,1397520000
"14847","AWEJZKUA7PKS4","0989450201",5,1369872000
"14848","A1W5758V90WQKZ","0989450201",4,1401321600
"14849","AUTMCMDU1Y1O7","0989450201",5,1369267200
"14850","A2J7UWRODZ06S9","0989450201",4,1392940800
"14854","A14ZYLW0816G0P","0989450201",5,1391990400
"14855","A1I12P53XRMJP0","0989450201",4,1379030400
"14857","A1OJHBV5QL2DXJ","0989450201",4,1382054400
"14862","A2UQGX6YMQ5BAL","0989450201",4,1392508800
"14865","A6M2QSCUVYEJU","0989450201",3,1395446400
"14866","A13MGOHY9LV11G","0989450201",4,1370044800
"14867","A1JIZ2Y8VG90AI","0989450201",5,1385942400
"14868","A3B143RS9OTU6F","0989450201",5,1378771200
"14870","A33JTEMYGCO69V","0989450201",3,1386892800
"14871","A1IRYXDIFSCSEF","0989450201",4,1397001600
"14874","A1ULRFNOXE2I08","0989450201",5,1391990400
"14875","A3HCHT4UDOVXIH","0989450201",5,1385164800
"14876","A243FA8XGHI63J","0989450201",5,1393372800
"14878","A9LO0O8HSMPRZ","0989450201",4,1402012800
"14880","A1VOV2KWOAVLAA","0989450201",4,1378684800
"14881","A2103X7H4V415L","0989450201",5,1376697600
"14882","A64NGKLPWCG32","0989450201",2,1370131200
"14884","A21J27Z4G0NZFA","0989450201",5,1369872000
"14889","AWC38PDUZQ8RJ","0989450201",4,1401667200
"14891","A1HTJ9URX28SY4","0989450201",5,1388620800
"14892","A35RCD7ZMLKPYO","0989450201",5,1401580800
"14894","A3W2ZUMCYMW6B7","0989450201",5,1377129600
"14895","A2M4P4HNWYLJEL","0989450201",4,1378512000
"14896","A535AAXVRE5VM","0989450201",5,1378512000
"14910","A1BC1EZ5SWCF6B","0989450201",5,1397692800
"14911","A1FJ6YD0TL90GN","0989450201",5,1370908800
"14912","A23GHQSCI24QI8","0989450201",5,1368489600
"14913","A1NMUPG3KMWRZM","0989450201",2,1372550400
"14914","A11HGVNM8Q5A2O","0989450201",4,1400976000
"14915","AXM9RSMIEVGKS","0989450201",5,1388966400
"14918","A31L5PCBT6RSR2","0989450201",5,1386979200
"14921","A1OIO7LQZPT7VX","0989450201",5,1393891200
"14924","A3AD2MXB66CYGL","0989450201",5,1384819200
"14927","A142FJF6Z56NYP","0989450201",5,1381363200
"14928","AHQHUBE9H5TGN","0989450201",4,1386115200
"14932","A2ZJNCM6CKD875","0989450201",5,1381622400
"14933","A1841TMI2HV7BS","0989450201",4,1378857600
"14935","A2KZ6WK0HWB2TD","0989450201",5,1370044800
"14936","A1DJCR1E71SR2C","0989450201",4,1371081600
"14937","A17F3JQAMH2L1U","0989450201",4,1388448000
"14938","A3HH5MK8P91G8E","0989450201",5,1385856000
"14940","A21HD9GWN5OHDZ","0989450201",5,1379030400
"14941","A266XEZ6V821VY","0989450201",4,1378944000
"14943","AOGRUTGTRTF97","0989450201",4,1371600000
"14944","A3KBRXW4PKK2MT","0989450201",4,1388275200
"14945","A3FS37D3BX9YAS","0989450201",5,1379462400
"14946","AOD0KRO374ZG6","0989450201",5,1378252800
"14949","AW4NFCPN81CS3","0989450201",4,1370822400
"14954","A320NYVVIZSZGY","0989450201",4,1374278400
"14955","A179ZGXWA4RW3Q","0989450201",1,1392508800
"14956","AKF1XBBWAQR6L","0989450201",4,1374278400
"14959","A3W3XC01BFJJMR","0989450201",5,1387152000
"14963","A1RM1BXXU6KJPM","0989450201",5,1393372800
"14964","A1C7DFNSXTY09X","0989450201",5,1381622400
"14967","A11WDELD5KF3HP","0989450201",1,1394582400
"14970","A11GG623AD89YT","0989450201",5,1370649600
"14972","A19DWIC1T7127Y","0989450201",3,1384214400
"14973","A13KP9R4K5RZES","0989450201",4,1381536000
"14974","A3KM84RAZA7XXC","0989450201",5,1381449600
"14975","A2H5U8EDKQEFXZ","0989450201",4,1381968000
"14977","A1098Z3D7ENJ2F","0989450201",5,1380412800
"14983","A1TQYAEFWXVJWV","0989450201",4,1394236800
"14984","A3526B1LCK47X9","0989450236",5,1378252800
"14985","A3IQ5HVRNPSB0X","0989450236",5,1386374400
"14989","AE4H1E8A90ZHT","0989450236",5,1379808000
"14990","A3VB95TK5API9C","0989450236",5,1384387200
"14993","A2RYT2UPEQXUAV","0989450236",5,1397433600
"14994","A1LST4I72EIH9P","0989450236",5,1380153600
"14996","A1LO4B7AQJI6V1","0989450236",5,1378857600
"14997","A38GTWP8DC82GT","0989450236",5,1378252800
"14998","A14P4UH613ZFQZ","0989450236",4,1388275200
"14999","ABVXY3D3CCY1Q","0989450236",5,1378684800
"15000","A3GV7NR96RJMLK","0989450236",5,1377648000
"15004","A2R3VAGCIFTZUZ","0989450236",5,1378684800
"15005","A2N0V6GUH28XMN","0989450236",5,1379808000
"15007","A2TFGYCEVHXU6W","0989450236",5,1378252800
"15008","A37J1XCFNH6FM4","0989450236",4,1396483200
"15009","A1JQVAOISRZK3M","0989450236",4,1401321600
"15010","A2O4Z88GVCITJY","0989450236",5,1388361600
"15011","A2KAZR7Z01THW8","0989450236",5,1378252800
"15015","A2Y7HPX4JGE3D0","0989450236",5,1382400000
"15019","A2VHD8U494G5M4","0989450236",4,1381449600
"15021","A2Y3ZGVRA3S23L","0989450236",5,1394150400
"15023","A29M69HGLQSG8Z","0989450236",5,1377820800
"15025","A23VKINWRY6J92","0989450236",5,1377734400
"15026","AKH906R0Z1PPS","0989450236",5,1379635200
"15030","A1KYXC0UYAK9UC","0989450236",5,1377993600
"15031","A2EMO71G07GYZG","0989450236",5,1379462400
"15033","A1MUAEATTGI7G5","0989450236",4,1378857600
"15034","A1HAX9F7HY0D5V","0989450236",5,1379116800
"15036","A2414AAH5K0H10","0989450236",4,1393718400
"15039","A1D427FYPTSWR0","0989450236",5,1380153600
"15040","AIH41FDX1K0Z4","0989450236",5,1378771200
"15042","A3TGY3ANGBNK7C","0989450236",5,1377475200
"15043","A3EI0EW24KBT1J","0989450236",5,1384128000
"15044","A2OBZW6JIRROX6","0989450236",5,1378339200
"15045","A3QU0T2MAJ2VJM","0989450236",5,1378425600
"15050","ALY4MQYVAEE4U","0989450236",5,1377648000
"15051","A143XY6COA69A","0989450236",5,1379030400
"15053","AGBJLNGU1KNJU","0989450236",4,1378684800
"15054","A38I2YE5DPF9PT","0989450236",5,1394409600
"15055","A38KPXZZ1AXYKR","0989450236",5,1394841600
"15056","AFLUSKCVBJ8UG","0989450236",4,1378684800
"15061","AP8UJDH513B7U","0989450236",5,1380931200
"15065","A958LJ1BUJLG5","0989450236",5,1382486400
"15066","A2NNKUZDWQ5UGY","0989450236",5,1378339200
"15068","A2N0YZV2JT6O72","0989450236",5,1393632000
"15070","AWEJZKUA7PKS4","0989450236",5,1377734400
"15071","A1W5758V90WQKZ","0989450236",5,1401321600
"15072","AUTMCMDU1Y1O7","0989450236",5,1377648000
"15073","A2J7UWRODZ06S9","0989450236",4,1393804800
"15076","A3RKCR4IGPUFL0","0989450236",5,1388620800
"15077","A14ZYLW0816G0P","0989450236",5,1391990400
"15078","A1I12P53XRMJP0","0989450236",4,1381881600
"15079","A1OJHBV5QL2DXJ","0989450236",4,1382486400
"15083","A2UQGX6YMQ5BAL","0989450236",4,1392508800
"15086","A13MGOHY9LV11G","0989450236",5,1377907200
"15087","A1JIZ2Y8VG90AI","0989450236",5,1385942400
"15088","A3B143RS9OTU6F","0989450236",5,1379030400
"15090","A1IRYXDIFSCSEF","0989450236",5,1397001600
"15093","A1ULRFNOXE2I08","0989450236",5,1391990400
"15094","A3HCHT4UDOVXIH","0989450236",5,1385164800
"15095","A243FA8XGHI63J","0989450236",5,1393545600
"15097","A9LO0O8HSMPRZ","0989450236",4,1402012800
"15098","A2L15MBNQU7O6G","0989450236",4,1397088000
"15100","A1VOV2KWOAVLAA","0989450236",4,1378684800
"15101","A64NGKLPWCG32","0989450236",3,1380067200
"15106","AWC38PDUZQ8RJ","0989450236",5,1401926400
"15108","A1HTJ9URX28SY4","0989450236",5,1388707200
"15109","A35RCD7ZMLKPYO","0989450236",5,1401753600
"15111","A3W2ZUMCYMW6B7","0989450236",5,1378857600
"15112","A2M4P4HNWYLJEL","0989450236",5,1378684800
"15113","A535AAXVRE5VM","0989450236",5,1379116800
"15114","AEUQJAEY6HA8F","0989450236",5,1378166400
"15127","A1BC1EZ5SWCF6B","0989450236",4,1397952000
"15128","A1FJ6YD0TL90GN","0989450236",5,1377820800
"15129","A23GHQSCI24QI8","0989450236",5,1377907200
"15130","A3BMLG97SSIKN3","0989450236",5,1393804800
"15131","A11HGVNM8Q5A2O","0989450236",4,1400976000
"15132","AXM9RSMIEVGKS","0989450236",5,1388966400
"15135","A31L5PCBT6RSR2","0989450236",5,1386979200
"15137","A2I9SOM8NW320O","0989450236",5,1378512000
"15139","A1OIO7LQZPT7VX","0989450236",5,1394409600
"15142","A3AD2MXB66CYGL","0989450236",5,1385769600
"15145","A142FJF6Z56NYP","0989450236",5,1381536000
"15146","AHQHUBE9H5TGN","0989450236",5,1387065600
"15150","A2ZJNCM6CKD875","0989450236",5,1381622400
"15152","A2KZ6WK0HWB2TD","0989450236",5,1377820800
"15153","A17F3JQAMH2L1U","0989450236",4,1388448000
"15155","A21HD9GWN5OHDZ","0989450236",5,1379116800
"15156","A266XEZ6V821VY","0989450236",5,1379203200
"15158","A3KBRXW4PKK2MT","0989450236",4,1388275200
"15160","AOD0KRO374ZG6","0989450236",5,1378339200
"15162","A15WWOTR3FBTD0","0989450236",5,1379289600
"15165","AW4NFCPN81CS3","0989450236",5,1377734400
"15173","A179ZGXWA4RW3Q","0989450236",1,1392595200
"15174","AKF1XBBWAQR6L","0989450236",4,1378252800
"15177","A3W3XC01BFJJMR","0989450236",5,1387238400
"15181","A1RM1BXXU6KJPM","0989450236",5,1393459200
"15182","A1C7DFNSXTY09X","0989450236",5,1381708800
"15187","A11GG623AD89YT","0989450236",5,1379116800
"15190","A19DWIC1T7127Y","0989450236",4,1384214400
"15191","A13KP9R4K5RZES","0989450236",4,1381622400
"15192","A3KM84RAZA7XXC","0989450236",5,1381622400
"15193","A2H5U8EDKQEFXZ","0989450236",5,1382227200
"15195","A1098Z3D7ENJ2F","0989450236",5,1380412800
"15201","A3526B1LCK47X9","0989450252",5,1393891200
"15202","A3IQ5HVRNPSB0X","0989450252",5,1396656000
"15206","A2N5N8XEU3HOG","0989450252",5,1394668800
"15207","AE4H1E8A90ZHT","0989450252",5,1393804800
"15208","A3VB95TK5API9C","0989450252",5,1393891200
"15209","A358GAM1Z9FOC1","0989450252",5,1393891200
"15212","A2RYT2UPEQXUAV","0989450252",5,1397433600
"15213","A38GTWP8DC82GT","0989450252",3,1399507200
"15214","A3GV7NR96RJMLK","0989450252",5,1393977600
"15215","ABVXY3D3CCY1Q","0989450252",5,1394582400
"15219","A14P4UH613ZFQZ","0989450252",5,1394236800
"15220","A1LST4I72EIH9P","0989450252",5,1394582400
"15221","A2R3VAGCIFTZUZ","0989450252",5,1394755200
"15223","A2N0V6GUH28XMN","0989450252",5,1399766400
"15225","A2TFGYCEVHXU6W","0989450252",5,1393804800
"15226","A37J1XCFNH6FM4","0989450252",5,1396915200
"15228","A2O4Z88GVCITJY","0989450252",3,1394323200
"15230","A2KAZR7Z01THW8","0989450252",5,1394323200
"15233","A2Y7HPX4JGE3D0","0989450252",5,1394236800
"15234","A31GMWA73W17SP","0989450252",5,1397260800
"15238","A2Y3ZGVRA3S23L","0989450252",5,1394323200
"15240","A29M69HGLQSG8Z","0989450252",5,1393804800
"15242","A23VKINWRY6J92","0989450252",5,1393891200
"15243","AKH906R0Z1PPS","0989450252",4,1395878400
"15248","A1KYXC0UYAK9UC","0989450252",5,1394236800
"15252","A2414AAH5K0H10","0989450252",5,1393891200
"15255","A1D427FYPTSWR0","0989450252",5,1393977600
"15257","A3TGY3ANGBNK7C","0989450252",5,1393804800
"15258","A3QU0T2MAJ2VJM","0989450252",5,1394150400
"15261","ALY4MQYVAEE4U","0989450252",5,1393891200
"15263","A143XY6COA69A","0989450252",5,1394409600
"15264","A38I2YE5DPF9PT","0989450252",5,1394409600
"15265","A38KPXZZ1AXYKR","0989450252",4,1395014400
"15269","AP8UJDH513B7U","0989450252",5,1394582400
"15274","A958LJ1BUJLG5","0989450252",5,1394064000
"15276","A3LXRIY0HE71K","0989450252",5,1395187200
"15277","A2BGLPDRLCCEL2","0989450252",5,1395100800
"15278","A2N0YZV2JT6O72","0989450252",5,1394496000
"15280","A1W5758V90WQKZ","0989450252",5,1401321600
"15283","A3RKCR4IGPUFL0","0989450252",5,1398470400
"15285","A14ZYLW0816G0P","0989450252",4,1395446400
"15286","A1I12P53XRMJP0","0989450252",5,1397001600
"15289","A2UQGX6YMQ5BAL","0989450252",4,1393804800
"15291","A13MGOHY9LV11G","0989450252",5,1395100800
"15292","A1JIZ2Y8VG90AI","0989450252",5,1401235200
"15293","AAWWVH8V7DVX4","0989450252",5,1394409600
"15294","A2MRIMB8IRTC0N","0989450252",5,1393977600
"15295","A3B143RS9OTU6F","0989450252",5,1393977600
"15298","A1IRYXDIFSCSEF","0989450252",5,1397174400
"15300","A1ULRFNOXE2I08","0989450252",5,1394409600
"15301","A243FA8XGHI63J","0989450252",5,1393891200
"15302","A1SB2INAADNK3D","0989450252",5,1394064000
"15303","A28IQRXUU119XR","0989450252",5,1396224000
"15305","A9LO0O8HSMPRZ","0989450252",4,1402012800
"15310","A64NGKLPWCG32","0989450252",3,1394064000
"15315","AWC38PDUZQ8RJ","0989450252",5,1402185600
"15317","A1HTJ9URX28SY4","0989450252",5,1396569600
"15319","A35RCD7ZMLKPYO","0989450252",5,1401926400
"15321","A535AAXVRE5VM","0989450252",5,1393804800
"15322","AEUQJAEY6HA8F","0989450252",5,1393891200
"15324","A3JMD13D2L8LF0","0989450252",5,1402012800
"15333","A1BC1EZ5SWCF6B","0989450252",5,1398211200
"15334","A1FJ6YD0TL90GN","0989450252",5,1393891200
"15335","A23GHQSCI24QI8","0989450252",5,1393891200
"15336","A3BMLG97SSIKN3","0989450252",5,1394150400
"15337","A11HGVNM8Q5A2O","0989450252",4,1400976000
"15338","AXM9RSMIEVGKS","0989450252",5,1393891200
"15340","A31L5PCBT6RSR2","0989450252",4,1397347200
"15342","A2I9SOM8NW320O","0989450252",5,1393977600
"15343","A1OIO7LQZPT7VX","0989450252",5,1394409600
"15345","A3AD2MXB66CYGL","0989450252",5,1393804800
"15348","A142FJF6Z56NYP","0989450252",5,1393977600
"15353","A2KZ6WK0HWB2TD","0989450252",4,1394236800
"15354","A3HH5MK8P91G8E","0989450252",5,1396137600
"15356","A21HD9GWN5OHDZ","0989450252",5,1393891200
"15359","A3KBRXW4PKK2MT","0989450252",5,1394928000
"15360","A3FS37D3BX9YAS","0989450252",5,1395014400
"15361","AOD0KRO374ZG6","0989450252",5,1394064000
"15363","A15WWOTR3FBTD0","0989450252",5,1393977600
"15365","AW4NFCPN81CS3","0989450252",5,1393891200
"15366","A34YRJ0YCUU05L","0989450252",5,1393804800
"15370","A3DQ26A7J8IA6A","0989450252",5,1393891200
"15376","AKF1XBBWAQR6L","0989450252",5,1393804800
"15381","A5IWXB9M79X30","0989450252",4,1394323200
"15382","A1RM1BXXU6KJPM","0989450252",5,1393891200
"15383","A1C7DFNSXTY09X","0989450252",5,1394064000
"15388","A19DWIC1T7127Y","0989450252",3,1394150400
"15389","A13KP9R4K5RZES","0989450252",5,1393891200
"15390","A2H5U8EDKQEFXZ","0989450252",5,1394236800
"15392","A1098Z3D7ENJ2F","0989450252",5,1393977600
"16208","A3IQ5HVRNPSB0X","0991379632",5,1381622400
"16210","A2N5N8XEU3HOG","0991379632",4,1404432000
"16211","AE4H1E8A90ZHT","0991379632",5,1377561600
"16212","A3VB95TK5API9C","0991379632",5,1381795200
"16213","A1AYACY5KT0YOG","0991379632",4,1375747200
"16216","A2JXKTUD7CSNY6","0991379632",5,1376092800
"16218","A38GTWP8DC82GT","0991379632",3,1385683200
"16219","A1LST4I72EIH9P","0991379632",5,1377907200
"16220","AZHZZONN1SO6P","0991379632",5,1382659200
"16222","A2N8SA67TDOL4","0991379632",5,1387843200
"16224","A3KN8RX7ZZ1ULZ","0991379632",5,1372982400
"16227","A3G0JABVQ4GLAF","0991379632",5,1382918400
"16228","A1ZDXZB7BL55ET","0991379632",5,1372550400
"16229","A1JQVAOISRZK3M","0991379632",4,1390176000
"16230","A2KAZR7Z01THW8","0991379632",5,1374796800
"16232","A2Y7HPX4JGE3D0","0991379632",5,1389657600
"16234","A17126555O7KXC","0991379632",3,1375228800
"16236","A2Y3ZGVRA3S23L","0991379632",5,1390608000
"16238","A29M69HGLQSG8Z","0991379632",5,1387497600
"16239","A23VKINWRY6J92","0991379632",5,1380758400
"16242","A2YOFCOEKH3KB","0991379632",4,1399939200
"16246","A1KYXC0UYAK9UC","0991379632",5,1373155200
"16248","A1HAX9F7HY0D5V","0991379632",5,1398211200
"16251","AIH41FDX1K0Z4","0991379632",3,1387238400
"16252","AJT87PLLRY7GG","0991379632",4,1380499200
"16254","A3EI0EW24KBT1J","0991379632",5,1384128000
"16255","A2OBZW6JIRROX6","0991379632",4,1383350400
"16256","A3QU0T2MAJ2VJM","0991379632",4,1385856000
"16257","A143XY6COA69A","0991379632",5,1375056000
"16260","AGBJLNGU1KNJU","0991379632",4,1374278400
"16261","A38I2YE5DPF9PT","0991379632",5,1380499200
"16266","A33UUSX8ECQTRQ","0991379632",4,1375228800
"16267","AWEJZKUA7PKS4","0991379632",5,1373932800
"16268","A1W5758V90WQKZ","0991379632",5,1399939200
"16270","A2J7UWRODZ06S9","0991379632",4,1392940800
"16271","A14ZYLW0816G0P","0991379632",4,1381104000
"16275","AAWWVH8V7DVX4","0991379632",5,1382054400
"16277","A33JTEMYGCO69V","0991379632",4,1378166400
"16278","A1IRYXDIFSCSEF","0991379632",4,1381276800
"16280","A1ULRFNOXE2I08","0991379632",5,1373932800
"16281","A2MHRBM9MKRNTN","0991379632",4,1374451200
"16283","A1SB2INAADNK3D","0991379632",4,1390521600
"16284","A28IQRXUU119XR","0991379632",5,1375142400
"16288","A1VOV2KWOAVLAA","0991379632",5,1372636800
"16289","A64NGKLPWCG32","0991379632",3,1377216000
"16292","A1GRVX5Y1L702P","0991379632",4,1378771200
"16294","AWC38PDUZQ8RJ","0991379632",4,1385856000
"16296","A35RCD7ZMLKPYO","0991379632",5,1390435200
"16298","A2M4P4HNWYLJEL","0991379632",3,1393113600
"16299","A535AAXVRE5VM","0991379632",5,1381881600
"16305","A2U72WDAUX5CD8","0991379632",5,1378080000
"16307","A1BC1EZ5SWCF6B","0991379632",5,1392854400
"16308","ASLZZ152AHHU3","0991379632",5,1390348800
"16309","A1FJ6YD0TL90GN","0991379632",5,1375056000
"16310","A3BMLG97SSIKN3","0991379632",4,1389657600
"16311","AXM9RSMIEVGKS","0991379632",5,1386979200
"16313","AGYHA346U3CNP","0991379632",5,1377475200
"16315","A3AD2MXB66CYGL","0991379632",4,1389312000
"16317","A142FJF6Z56NYP","0991379632",4,1392854400
"16318","A1ODOV9W7G3GF3","0991379632",4,1400371200
"16319","AL4D6OHMS2Z9P","0991379632",5,1399507200
"16321","A2ZJNCM6CKD875","0991379632",5,1375574400
"16323","A916DXE9W36GF","0991379632",4,1384300800
"16327","A3KBRXW4PKK2MT","0991379632",5,1388534400
"16328","A3FS37D3BX9YAS","0991379632",4,1390521600
"16331","AW4NFCPN81CS3","0991379632",4,1384819200
"16332","A34YRJ0YCUU05L","0991379632",4,1372204800
"16334","A1RM1BXXU6KJPM","0991379632",5,1393718400
"16336","A3EJDCT3TAEC2","0991379632",4,1375660800
"16338","A19DWIC1T7127Y","0991379632",5,1377907200
"16339","A17APVES3TT17Y","0991379632",4,1389744000
"16341","A3BR1CG9CRXB6Z","0991379632",5,1381104000
"16344","A1GSF5X6ENMGV","0991379632",5,1375315200
"16349","A1TQYAEFWXVJWV","0991379632",4,1375920000
"16416","A26NG8QVBF5527","0991686004",5,1390348800
"16417","A3UV7BV3U6NA57","0991686004",5,1376006400
"16418","A1AYACY5KT0YOG","0991686004",4,1379980800
"16420","A358GAM1Z9FOC1","0991686004",4,1359936000
"16421","A38GTWP8DC82GT","0991686004",4,1359158400
"16422","A14P4UH613ZFQZ","0991686004",3,1397174400
"16423","A2GT3TNFITYMML","0991686004",5,1377043200
"16425","A27NVXX82H6EUN","0991686004",5,1356998400
"16427","A1ZDXZB7BL55ET","0991686004",5,1355184000
"16428","A2O4Z88GVCITJY","0991686004",5,1390694400
"16429","A19UT0OPQCDR8","0991686004",3,1364169600
"16431","A3TOTE4FXWI1LY","0991686004",5,1358985600
"16432","A2Y7HPX4JGE3D0","0991686004",5,1360022400
"16433","A2QIH5TAPEKLDA","0991686004",5,1357862400
"16435","A2VHD8U494G5M4","0991686004",5,1357257600
